timestamp,building_id,wifi_connection_count,class_scheduled_size,ambient_temperature,actual_occupancy
2024-01-20 07:00:00,B1,235,4,21.345118468974636,133
2024-01-20 08:00:00,B3,62,26,20.52845956640644,52
2024-01-20 09:00:00,B3,437,159,29.489376228457154,338
2024-01-20 10:00:00,B1,364,148,18.106359421361628,271
2024-01-20 11:00:00,B2,351,263,29.97385026818374,320
2024-01-20 12:00:00,B1,373,229,26.121855586288746,294
2024-01-20 13:00:00,B3,289,199,27.941631593389403,247
2024-01-20 14:00:00,B3,90,49,21.535432756154318,73
2024-01-20 15:00:00,B2,211,66,18.17178333200472,143
2024-01-20 16:00:00,B3,167,299,26.854434222738362,210
2024-01-20 17:00:00,B1,129,57,28.00973516400811,93
2024-01-20 18:00:00,B2,68,258,26.88571358344223,146
2024-01-20 19:00:00,B1,224,129,19.714203447610064,184
2024-01-20 20:00:00,B1,137,214,27.04113506708363,145
2024-01-20 21:00:00,B2,233,171,27.227073385291693,186
2024-01-20 22:00:00,B1,218,257,25.90248618804066,227
2024-01-20 23:00:00,B3,379,101,27.193391193547036,272
2024-01-21 00:00:00,B1,124,208,28.151057276132786,130
2024-01-21 01:00:00,B2,218,290,25.363249370849502,241
2024-01-21 02:00:00,B2,23,285,19.06325656763615,122
2024-01-21 03:00:00,B2,18,115,23.85153371600653,70
2024-01-21 04:00:00,B1,49,263,18.931792016059262,130
2024-01-21 05:00:00,B2,459,149,22.890516372389172,338
2024-01-21 06:00:00,B2,246,299,22.885277869507533,268
2024-01-21 07:00:00,B1,290,35,18.792118129682898,166
2024-01-21 08:00:00,B3,368,286,22.185846407633754,342
2024-01-21 09:00:00,B1,210,207,19.331977185495777,210
2024-01-21 10:00:00,B2,255,105,27.698822520110667,200
2024-01-21 11:00:00,B2,287,157,29.37225631157365,274
2024-01-21 12:00:00,B1,244,120,18.867797703095263,173
2024-01-21 13:00:00,B3,13,54,29.461382487500416,46
2024-01-21 14:00:00,B2,163,11,24.270919192040942,99
2024-01-21 15:00:00,B2,451,144,21.594788135446485,331
2024-01-21 16:00:00,B2,38,135,18.922344903313963,76
2024-01-21 17:00:00,B1,118,2,24.007491216845015,67
2024-01-21 18:00:00,B2,107,143,27.534186533888985,115
2024-01-21 19:00:00,B3,224,29,26.48503772720038,149
2024-01-21 20:00:00,B2,302,236,18.602712137567686,260
2024-01-21 21:00:00,B2,84,278,18.874822024414843,169
2024-01-21 22:00:00,B3,335,114,22.834479391591646,242
2024-01-21 23:00:00,B2,155,103,21.54348592857532,122
2024-01-22 00:00:00,B1,137,117,20.788611876672576,124
2024-01-22 01:00:00,B1,350,4,21.372053986904564,224
2024-01-22 02:00:00,B1,51,247,27.641792919562615,124
2024-01-22 03:00:00,B3,365,120,29.15073664358225,270
2024-01-22 04:00:00,B2,50,285,22.861232334330797,136
2024-01-22 05:00:00,B1,431,148,28.873332025589967,325
2024-01-22 06:00:00,B3,43,83,21.857948414974583,65
2024-01-22 07:00:00,B2,26,230,23.717243836125498,126
2024-01-22 08:00:00,B3,174,287,20.712347973791996,217
2024-01-22 09:00:00,B1,162,160,25.68571250611013,167
2024-01-22 10:00:00,B1,495,271,29.747773382097705,406
2024-01-22 11:00:00,B1,387,37,25.241917152520543,259
2024-01-22 12:00:00,B3,85,225,22.293769009362585,133
2024-01-22 13:00:00,B3,96,141,25.773809351886342,121
2024-01-22 14:00:00,B1,126,291,19.47504814158465,190
2024-01-22 15:00:00,B3,371,150,28.663908963184785,281
2024-01-22 16:00:00,B1,351,113,24.037007409358036,256
2024-01-22 17:00:00,B1,478,236,23.392196904475703,383
2024-01-22 18:00:00,B2,36,65,25.030377461442228,46
2024-01-22 19:00:00,B3,322,257,25.49740635347283,298
2024-01-22 20:00:00,B1,296,248,18.861309674718157,292
2024-01-22 21:00:00,B1,143,179,26.19140665468083,167
2024-01-22 22:00:00,B3,228,189,20.903180163786356,221
2024-01-22 23:00:00,B2,177,153,26.567431590079078,162
2024-01-23 00:00:00,B2,107,195,27.87041753261036,133
2024-01-23 01:00:00,B1,277,261,27.647502090630244,280
2024-01-23 02:00:00,B3,246,142,24.63001160889467,213
2024-01-23 03:00:00,B2,318,100,24.242038707729016,245
2024-01-23 04:00:00,B3,464,243,19.71451153607294,369
2024-01-23 05:00:00,B3,403,11,27.304153804837625,243
2024-01-23 06:00:00,B1,182,238,21.256912565360572,188
2024-01-23 07:00:00,B2,410,48,23.960345073815358,261
2024-01-23 08:00:00,B1,419,41,21.411289115130202,277
2024-01-23 09:00:00,B2,478,165,19.605940355996317,348
2024-01-23 10:00:00,B2,485,81,25.55469236270084,329
2024-01-23 11:00:00,B2,199,290,18.651984417874846,233
2024-01-23 12:00:00,B2,131,157,26.9837428095144,144
2024-01-23 13:00:00,B2,55,215,21.8110415431334,107
2024-01-23 14:00:00,B3,73,157,18.001616316053823,107
2024-01-23 15:00:00,B1,139,133,24.133549670846758,106
2024-01-23 16:00:00,B3,319,66,18.562222902331236,215
2024-01-23 17:00:00,B2,372,6,21.314034693850793,209
2024-01-23 18:00:00,B1,202,13,26.483717849468594,138
2024-01-23 19:00:00,B2,316,72,18.75227545946239,226
2024-01-23 20:00:00,B1,190,162,28.072061908272026,183
2024-01-23 21:00:00,B3,301,65,18.045839071902996,221
2024-01-23 22:00:00,B1,380,129,20.961886430422826,270
2024-01-23 23:00:00,B1,291,205,26.890848673824856,274
2024-01-24 00:00:00,B1,38,275,21.795241796751682,142
2024-01-24 01:00:00,B1,158,255,19.22270865679216,194
2024-01-24 02:00:00,B1,276,265,22.322807025605137,282
2024-01-24 03:00:00,B2,305,24,21.244719436614307,181
2024-01-24 04:00:00,B1,20,280,28.11254282592666,115
2024-01-24 05:00:00,B1,173,252,21.76017501102172,198
2024-01-24 06:00:00,B3,122,288,27.467189661312087,183
2024-01-24 07:00:00,B1,196,163,28.702465737728815,172
2024-01-24 08:00:00,B3,304,94,23.205809034918353,232
2024-01-24 09:00:00,B2,241,269,28.919317726252704,249
2024-01-24 10:00:00,B1,236,109,22.527816647558314,188
2024-01-24 11:00:00,B3,319,237,29.5689409978813,280
2024-01-24 12:00:00,B3,107,24,19.071474294306874,55
2024-01-24 13:00:00,B2,64,140,26.24423119803891,97
2024-01-24 14:00:00,B1,120,116,23.925768485483143,99
2024-01-24 15:00:00,B1,161,24,22.651785665467763,105
2024-01-24 16:00:00,B3,255,78,25.59254254498321,170
2024-01-24 17:00:00,B1,415,67,26.446285099611973,295
2024-01-24 18:00:00,B3,78,172,18.05235923580371,124
2024-01-24 19:00:00,B1,321,11,20.003437064966384,198
2024-01-24 20:00:00,B3,298,287,26.556552607611824,306
2024-01-24 21:00:00,B1,259,127,25.996624962938476,197
2024-01-24 22:00:00,B2,45,95,29.592570061544127,70
2024-01-24 23:00:00,B1,248,91,27.132453483009396,187
2024-01-25 00:00:00,B1,157,140,29.409272492776054,152
2024-01-25 01:00:00,B2,476,30,26.43048601841768,310
2024-01-25 02:00:00,B1,236,19,21.576626503673317,156
2024-01-25 03:00:00,B2,253,145,19.264379067010278,212
2024-01-25 04:00:00,B1,346,159,27.381886360139227,254
2024-01-25 05:00:00,B3,455,42,25.729790657710993,280
2024-01-25 06:00:00,B3,374,253,18.578232148719554,324
2024-01-25 07:00:00,B1,491,129,22.320605590811738,347
2024-01-25 08:00:00,B1,210,59,29.481597785811434,138
2024-01-25 09:00:00,B1,163,150,24.004813748522416,181
2024-01-25 10:00:00,B3,459,286,23.192749632236456,404
2024-01-25 11:00:00,B1,82,4,23.492395261911525,56
2024-01-25 12:00:00,B3,210,265,20.506592688061964,232
2024-01-25 13:00:00,B2,305,129,22.424486050377542,232
2024-01-25 14:00:00,B3,26,266,22.43775907184612,112
2024-01-25 15:00:00,B3,138,177,18.62826024224967,154
2024-01-25 16:00:00,B2,226,252,27.21081154221502,238
2024-01-25 17:00:00,B3,70,55,22.998053182846547,51
2024-01-25 18:00:00,B1,436,82,27.866158641797078,297
2024-01-25 19:00:00,B1,113,98,28.204176013438744,105
2024-01-25 20:00:00,B3,51,148,20.543928656383898,70
2024-01-25 21:00:00,B1,34,155,25.888241786041544,73
2024-01-25 22:00:00,B3,48,189,23.66738164995578,100
2024-01-25 23:00:00,B1,300,262,28.561880855057822,303
2024-01-26 00:00:00,B1,140,79,20.588888150117448,121
2024-01-26 01:00:00,B3,238,251,26.13375840372053,229
2024-01-26 02:00:00,B1,117,96,25.29302546703267,113
2024-01-26 03:00:00,B3,181,259,21.543617730861992,196
2024-01-26 04:00:00,B1,444,259,19.63921084381407,380
2024-01-26 05:00:00,B1,487,102,25.819677125727317,328
2024-01-26 06:00:00,B2,111,39,26.86316949758797,81
2024-01-26 07:00:00,B2,363,272,21.7875281251602,339
2024-01-26 08:00:00,B3,21,100,25.737991248267765,39
2024-01-26 09:00:00,B2,284,220,22.74157089133804,244
2024-01-26 10:00:00,B3,110,123,26.55848259939141,109
2024-01-26 11:00:00,B2,53,230,20.390583298728636,134
2024-01-26 12:00:00,B1,452,177,28.682580031634092,326
2024-01-26 13:00:00,B3,314,62,21.448915157586956,184
2024-01-26 14:00:00,B3,454,115,22.413431853073835,313
2024-01-26 15:00:00,B1,26,190,18.697103424964197,97
2024-01-26 16:00:00,B3,339,61,19.338146547855317,239
2024-01-26 17:00:00,B3,66,255,24.190342832547937,136
2024-01-26 18:00:00,B2,320,6,21.211112120735656,190
2024-01-26 19:00:00,B3,312,154,28.025762708906335,260
2024-01-26 20:00:00,B1,21,91,18.176320663859446,30
2024-01-26 21:00:00,B2,327,13,22.549128584063233,197
2024-01-26 22:00:00,B2,89,228,22.04814656122911,146
2024-01-26 23:00:00,B1,225,85,18.231931571011213,173
2024-01-27 00:00:00,B1,348,132,19.49242078800612,256
2024-01-27 01:00:00,B2,273,182,22.963712099023624,236
2024-01-27 02:00:00,B3,488,61,23.91437501336936,292
2024-01-27 03:00:00,B2,158,218,22.85147696705843,175
2024-01-27 04:00:00,B1,90,245,24.371252140945124,156
2024-01-27 05:00:00,B2,224,229,25.14158009886818,216
2024-01-27 06:00:00,B1,494,78,18.119085853534028,328
2024-01-27 07:00:00,B2,383,148,23.569141913442046,293
2024-01-27 08:00:00,B3,473,137,29.56199089065106,335
2024-01-27 09:00:00,B2,207,64,24.228387361554585,151
2024-01-27 10:00:00,B2,209,12,26.13050720950744,120
2024-01-27 11:00:00,B1,34,212,21.742366295002597,103
2024-01-27 12:00:00,B1,475,241,27.28789653783315,387
2024-01-27 13:00:00,B1,98,212,27.27505778251338,145
2024-01-27 14:00:00,B2,277,180,24.25555257184967,232
2024-01-27 15:00:00,B3,152,172,29.712165879350565,162
2024-01-27 16:00:00,B1,68,159,19.506602577151842,111
2024-01-27 17:00:00,B1,419,163,18.203371978674973,296
2024-01-27 18:00:00,B2,498,187,27.241898541085153,385
2024-01-27 19:00:00,B1,374,190,27.68586644837859,297
2024-01-27 20:00:00,B3,35,255,19.442486749446914,127
2024-01-27 21:00:00,B3,56,182,21.186993995503272,118
2024-01-27 22:00:00,B1,297,116,18.210628360399546,210
2024-01-27 23:00:00,B1,275,281,21.519703329366777,270
2024-01-28 00:00:00,B2,25,195,27.277702487024058,90
2024-01-28 01:00:00,B3,208,33,24.215526332550947,130
2024-01-28 02:00:00,B3,410,51,22.177147118019455,283
2024-01-28 03:00:00,B1,416,111,22.460871538875963,285
2024-01-28 04:00:00,B2,291,251,18.016243508585617,269
2024-01-28 05:00:00,B3,478,81,21.59760633078283,321
2024-01-28 06:00:00,B3,95,231,25.757504899655167,137
2024-01-28 07:00:00,B2,259,226,29.690333325796285,241
2024-01-28 08:00:00,B2,400,232,28.164729923806796,335
2024-01-28 09:00:00,B3,279,220,18.28313957574635,252
2024-01-28 10:00:00,B3,344,41,28.78272725609807,221
2024-01-28 11:00:00,B2,126,20,27.398380959583513,78
2024-01-28 12:00:00,B3,16,41,27.364513482851763,10
2024-01-28 13:00:00,B1,146,112,23.495949108042858,135
2024-01-28 14:00:00,B1,380,104,22.776063515454034,287
2024-01-28 15:00:00,B2,185,191,21.63498874599831,187
2024-01-28 16:00:00,B2,337,16,18.78833830745239,210
2024-01-28 17:00:00,B2,324,119,20.73882436192439,248
2024-01-28 18:00:00,B1,224,128,20.959243619736295,172
2024-01-28 19:00:00,B3,486,129,23.80892483652242,360
2024-01-28 20:00:00,B1,91,59,26.969332879160326,80
2024-01-28 21:00:00,B3,232,47,23.68571794077536,174
2024-01-28 22:00:00,B1,487,28,18.694133393365927,296
2024-01-28 23:00:00,B3,381,96,29.493477611858445,285
2024-01-29 00:00:00,B1,432,9,29.31269182912935,270
2024-01-29 01:00:00,B2,492,241,27.4222745177809,397
2024-01-29 02:00:00,B1,411,231,29.895934818770648,341
2024-01-29 03:00:00,B3,452,276,24.533787993603156,379
2024-01-29 04:00:00,B1,499,283,29.55322020303847,424
2024-01-29 05:00:00,B1,112,202,18.90726048740101,149
2024-01-29 06:00:00,B1,282,246,22.388168979136456,247
2024-01-29 07:00:00,B2,23,289,20.70457521608119,118
2024-01-29 08:00:00,B1,168,263,20.34999700961124,204
2024-01-29 09:00:00,B2,161,213,19.689635386712112,184
2024-01-29 10:00:00,B2,492,199,25.46896369879196,374
2024-01-29 11:00:00,B1,117,78,27.37586226896766,113
2024-01-29 12:00:00,B1,197,172,24.93958079304433,167
2024-01-29 13:00:00,B1,310,68,19.763552515058517,214
2024-01-29 14:00:00,B3,107,86,27.73348523920165,80
2024-01-29 15:00:00,B1,140,100,25.63145648596474,131
2024-01-29 16:00:00,B2,302,7,22.657988473523947,183
2024-01-29 17:00:00,B1,180,199,26.089563546432757,191
2024-01-29 18:00:00,B3,433,86,21.118859750913995,285
2024-01-29 19:00:00,B1,483,42,22.142306501930527,319
2024-01-29 20:00:00,B3,192,108,29.00983011758388,168
2024-01-29 21:00:00,B3,480,151,21.486054068057044,354
2024-01-29 22:00:00,B1,373,16,23.63985921789524,228
2024-01-29 23:00:00,B2,48,132,28.681693648752177,87
2024-01-30 00:00:00,B3,24,147,26.49265620321033,66
2024-01-30 01:00:00,B1,385,276,18.74643871397643,349
2024-01-30 02:00:00,B1,13,231,19.767636531347645,116
2024-01-30 03:00:00,B2,358,227,18.094099089263,316
2024-01-30 04:00:00,B3,479,138,25.57106148274996,335
2024-01-30 05:00:00,B3,418,210,23.37208110492502,338
2024-01-30 06:00:00,B1,406,27,19.611298210827307,241
2024-01-30 07:00:00,B1,219,50,29.495209452681244,157
2024-01-30 08:00:00,B2,170,260,24.355916687347438,210
2024-01-30 09:00:00,B2,25,260,20.90271952935467,100
2024-01-30 10:00:00,B3,435,7,24.00724285385649,252
2024-01-30 11:00:00,B3,117,137,26.155443992821294,122
2024-01-30 12:00:00,B1,391,37,18.914870615682773,246
2024-01-30 13:00:00,B3,459,110,21.296445780574704,307
2024-01-30 14:00:00,B2,320,219,27.683585890607922,283
2024-01-30 15:00:00,B2,236,222,23.515978444831937,232
2024-01-30 16:00:00,B1,179,135,24.55892570438754,159
2024-01-30 17:00:00,B2,43,255,23.19379202651363,120
2024-01-30 18:00:00,B2,423,48,18.52679931171606,283
2024-01-30 19:00:00,B2,260,291,19.98899735784187,288
2024-01-30 20:00:00,B2,256,77,23.34649966490269,179
2024-01-30 21:00:00,B1,278,104,20.510225584895135,202
2024-01-30 22:00:00,B1,150,168,18.599748343916144,162
2024-01-30 23:00:00,B3,283,216,28.123795968621884,252
2024-01-31 00:00:00,B2,425,118,29.77431034996939,300
2024-01-31 01:00:00,B3,105,189,27.517714487960873,145
2024-01-31 02:00:00,B1,236,254,28.245419060456005,224
2024-01-31 03:00:00,B1,388,265,20.903725563804546,351
2024-01-31 04:00:00,B1,48,148,29.527523706158398,88
2024-01-31 05:00:00,B1,311,163,20.36310845344114,247
2024-01-31 06:00:00,B1,38,139,29.417157724341987,77
2024-01-31 07:00:00,B1,455,257,29.937831527591413,375
2024-01-31 08:00:00,B1,486,268,26.540673668952586,381
2024-01-31 09:00:00,B2,327,180,29.773724781501862,283
2024-01-31 10:00:00,B3,254,159,24.834477354805244,216
2024-01-31 11:00:00,B1,245,287,21.114501398113084,266
2024-01-31 12:00:00,B2,194,287,23.243950627987452,240
2024-01-31 13:00:00,B2,281,225,25.122731224545433,248
2024-01-31 14:00:00,B3,449,10,18.87697874432418,278
2024-01-31 15:00:00,B1,245,9,25.468119175406954,147
2024-01-31 16:00:00,B3,248,270,29.774134041147533,265
2024-01-31 17:00:00,B1,386,272,20.28129179740473,319
2024-01-31 18:00:00,B2,275,182,27.511141395460598,236
2024-01-31 19:00:00,B2,423,152,28.89478552535543,308
2024-01-31 20:00:00,B2,418,123,29.32441911384265,304
2024-01-31 21:00:00,B2,368,113,29.521627252865365,270
2024-01-31 22:00:00,B3,349,277,24.257515664657664,313
2024-01-31 23:00:00,B1,398,212,29.727694895898043,316
2024-02-01 00:00:00,B1,74,171,27.087722485613266,111
2024-02-01 01:00:00,B3,487,287,19.940057234843543,398
2024-02-01 02:00:00,B1,186,173,23.722801277615638,189
2024-02-01 03:00:00,B2,12,112,26.61997410446405,48
2024-02-01 04:00:00,B1,438,121,20.968083789829,282
2024-02-01 05:00:00,B2,151,31,25.687382202586647,99
2024-02-01 06:00:00,B3,385,221,25.999205748559433,309
2024-02-01 07:00:00,B1,167,118,19.95239692570279,131
2024-02-01 08:00:00,B3,333,38,24.781023749433075,202
2024-02-01 09:00:00,B1,155,267,27.25952293174329,200
2024-02-01 10:00:00,B2,455,232,23.986747974431303,379
2024-02-01 11:00:00,B3,302,17,18.145237401313288,191
2024-02-01 12:00:00,B1,162,148,18.108461628951506,150
2024-02-01 13:00:00,B2,441,148,22.284352127640148,328
2024-02-01 14:00:00,B3,202,125,29.114328821181385,166
2024-02-01 15:00:00,B3,446,237,20.744121355243305,355
2024-02-01 16:00:00,B1,472,134,25.612364266460247,325
2024-02-01 17:00:00,B1,82,150,20.664910448319848,91
2024-02-01 18:00:00,B1,408,235,21.860039875914584,334
2024-02-01 19:00:00,B2,314,223,28.176505075217808,279
2024-02-01 20:00:00,B1,386,202,26.74633730723936,311
2024-02-01 21:00:00,B3,353,255,19.144791327758526,309
2024-02-01 22:00:00,B3,461,85,23.144424251837204,301
2024-02-01 23:00:00,B1,149,149,18.350037163743174,155
2024-02-02 00:00:00,B1,196,234,23.77068175923611,198
2024-02-02 01:00:00,B3,302,21,25.949208140412818,197
2024-02-02 02:00:00,B2,70,284,19.42203148317782,145
2024-02-02 03:00:00,B1,494,268,21.466619266909987,396
2024-02-02 04:00:00,B1,436,257,22.774039506025883,349
2024-02-02 05:00:00,B3,389,28,29.034372295872597,239
2024-02-02 06:00:00,B1,207,212,29.91906018507557,218
2024-02-02 07:00:00,B2,304,282,18.53893558794739,300
2024-02-02 08:00:00,B3,449,49,27.132095081944705,298
2024-02-02 09:00:00,B1,328,94,22.46068879682812,239
2024-02-02 10:00:00,B3,311,87,22.70949823475376,210
2024-02-02 11:00:00,B1,353,43,27.051179680164275,225
2024-02-02 12:00:00,B1,20,277,29.021117185744906,114
2024-02-02 13:00:00,B1,71,170,29.41114313403058,123
2024-02-02 14:00:00,B2,342,188,24.92547103245985,268
2024-02-02 15:00:00,B2,235,183,22.285453911606034,223
2024-02-02 16:00:00,B3,162,2,27.450589030305352,106
2024-02-02 17:00:00,B1,208,190,21.012016599147604,219
2024-02-02 18:00:00,B1,61,117,24.768888346002214,79
2024-02-02 19:00:00,B2,269,18,22.302941538298477,175
2024-02-02 20:00:00,B1,68,22,25.879572884494515,72
2024-02-02 21:00:00,B2,81,29,20.88478695472208,54
2024-02-02 22:00:00,B1,157,294,20.29911534881791,196
2024-02-02 23:00:00,B3,358,107,29.018869040105244,238
2024-02-03 00:00:00,B1,72,280,19.221644195394443,162
2024-02-03 01:00:00,B1,319,127,24.07149489281918,223
2024-02-03 02:00:00,B2,382,228,20.650233395556107,316
2024-02-03 03:00:00,B1,252,110,18.46715955990801,199
2024-02-03 04:00:00,B1,375,135,18.432225819497116,280
2024-02-03 05:00:00,B2,339,185,20.10266126526993,281
2024-02-03 06:00:00,B3,116,143,28.401244254072004,129
2024-02-03 07:00:00,B3,235,71,21.38974492772432,182
2024-02-03 08:00:00,B2,322,128,29.40551004690355,234
2024-02-03 09:00:00,B2,227,260,24.979467515870322,233
2024-02-03 10:00:00,B2,434,2,23.23937027722519,253
2024-02-03 11:00:00,B2,250,103,24.961066016033456,199
2024-02-03 12:00:00,B2,268,223,24.200380622715215,259
2024-02-03 13:00:00,B3,385,9,27.105315045087902,239
2024-02-03 14:00:00,B3,271,230,21.389952791674226,266
2024-02-03 15:00:00,B2,14,218,22.236604699203628,83
2024-02-03 16:00:00,B1,270,65,28.72913163039901,204
2024-02-03 17:00:00,B2,63,111,29.357478157804866,97
2024-02-03 18:00:00,B1,56,12,28.710698729837695,45
2024-02-03 19:00:00,B2,224,85,23.03337592748776,186
2024-02-03 20:00:00,B2,186,233,27.36438603608258,188
2024-02-03 21:00:00,B3,18,89,23.716028799613184,41
2024-02-03 22:00:00,B1,108,53,23.970478225753226,78
2024-02-03 23:00:00,B1,29,11,20.456161308687406,29
2024-02-04 00:00:00,B3,387,208,25.093563639102197,304
2024-02-04 01:00:00,B3,250,13,20.233630773040176,162
2024-02-04 02:00:00,B3,70,120,21.978776388806324,103
2024-02-04 03:00:00,B3,388,19,28.260362419439222,247
2024-02-04 04:00:00,B1,499,74,20.484909710530264,331
2024-02-04 05:00:00,B1,428,242,18.853899422081195,343
2024-02-04 06:00:00,B2,187,222,18.828091111353796,192
2024-02-04 07:00:00,B2,347,69,29.289414246037296,248
2024-02-04 08:00:00,B3,71,210,24.083045255542014,134
2024-02-04 09:00:00,B3,154,100,22.91294486180422,132
2024-02-04 10:00:00,B3,225,185,27.730542972095023,204
2024-02-04 11:00:00,B2,12,131,28.02991113492619,39
2024-02-04 12:00:00,B2,169,110,21.986292397387256,134
2024-02-04 13:00:00,B2,236,131,26.323416689685544,213
2024-02-04 14:00:00,B2,495,19,27.25347379022264,291
2024-02-04 15:00:00,B2,278,23,25.855808242391454,177
2024-02-04 16:00:00,B2,129,226,19.819140897601194,177
2024-02-04 17:00:00,B2,390,153,28.510597002204683,282
2024-02-04 18:00:00,B3,98,292,24.469134632832105,177
2024-02-04 19:00:00,B3,338,229,21.389669116440043,303
2024-02-04 20:00:00,B3,77,201,23.102738225252327,126
2024-02-04 21:00:00,B3,407,37,18.45085308478689,287
2024-02-04 22:00:00,B2,366,259,19.53440161466901,306
2024-02-04 23:00:00,B1,107,187,27.18656100619033,149
2024-02-05 00:00:00,B2,276,56,18.000139617064395,186
2024-02-05 01:00:00,B1,114,19,22.998789941787507,83
2024-02-05 02:00:00,B3,449,272,24.27012217302706,382
2024-02-05 03:00:00,B2,332,118,18.655613040011666,239
2024-02-05 04:00:00,B3,132,70,29.676937955667995,109
2024-02-05 05:00:00,B2,485,3,20.713503974996062,273
2024-02-05 06:00:00,B3,38,220,21.65038463563537,116
2024-02-05 07:00:00,B1,146,13,21.647310147060328,95
2024-02-05 08:00:00,B1,204,2,20.7649999454082,129
2024-02-05 09:00:00,B1,418,215,18.017685865035737,347
2024-02-05 10:00:00,B2,235,228,26.752137529055958,235
2024-02-05 11:00:00,B1,341,185,29.602145997591425,280
2024-02-05 12:00:00,B2,179,54,20.691521799420542,120
2024-02-05 13:00:00,B1,18,253,25.956566301641068,104
2024-02-05 14:00:00,B1,472,23,26.902755923504582,304
2024-02-05 15:00:00,B2,49,161,28.181104549086296,108
2024-02-05 16:00:00,B2,34,157,23.071550364163308,80
2024-02-05 17:00:00,B1,270,81,21.63517086768515,194
2024-02-05 18:00:00,B2,404,158,21.903541608276374,296
2024-02-05 19:00:00,B1,452,187,26.551455997182153,357
2024-02-05 20:00:00,B2,235,59,27.80135359806763,171
2024-02-05 21:00:00,B3,481,210,20.179367613079233,392
2024-02-05 22:00:00,B3,133,151,22.45129209789318,131
2024-02-05 23:00:00,B3,472,108,28.8232823609898,322
2024-02-06 00:00:00,B3,47,75,27.68032223633687,60
2024-02-06 01:00:00,B3,337,29,29.81830083314971,220
2024-02-06 02:00:00,B1,260,116,27.05097911618497,200
2024-02-06 03:00:00,B3,398,191,22.71834241233507,306
2024-02-06 04:00:00,B3,185,18,25.087654007935654,127
2024-02-06 05:00:00,B3,99,172,25.932171050967845,135
2024-02-06 06:00:00,B3,411,227,18.94146979580549,328
2024-02-06 07:00:00,B2,463,182,24.53396350924638,364
2024-02-06 08:00:00,B1,46,112,26.511849941671315,84
2024-02-06 09:00:00,B3,325,182,20.007855648012725,269
2024-02-06 10:00:00,B3,185,145,27.367580609106685,169
2024-02-06 11:00:00,B3,470,115,25.00527336616934,333
2024-02-06 12:00:00,B1,293,112,29.426661428371133,211
2024-02-06 13:00:00,B2,462,250,18.5090675784827,377
2024-02-06 14:00:00,B1,470,250,21.183913650665602,360
2024-02-06 15:00:00,B2,90,117,25.21864655159789,109
2024-02-06 16:00:00,B3,123,160,21.558718946471167,122
2024-02-06 17:00:00,B3,49,197,26.57308996885491,123
2024-02-06 18:00:00,B1,310,259,27.108063390263172,286
2024-02-06 19:00:00,B1,233,147,19.230191568797693,196
2024-02-06 20:00:00,B2,327,239,24.166253570481214,285
2024-02-06 21:00:00,B2,358,46,24.10668666709267,230
2024-02-06 22:00:00,B1,124,197,22.43136924258649,167
2024-02-06 23:00:00,B2,195,46,29.195098350836066,110
2024-02-07 00:00:00,B1,332,77,27.930075838478654,242
2024-02-07 01:00:00,B2,65,123,26.36651258291564,91
2024-02-07 02:00:00,B1,49,74,26.57191962881997,46
2024-02-07 03:00:00,B1,363,136,23.54059372575743,261
2024-02-07 04:00:00,B1,49,89,29.05193425315891,81
2024-02-07 05:00:00,B2,356,60,26.335145127039425,228
2024-02-07 06:00:00,B2,470,137,26.747772739869795,325
2024-02-07 07:00:00,B2,246,49,28.340290845448145,178
2024-02-07 08:00:00,B1,298,258,21.28885907210629,285
2024-02-07 09:00:00,B2,271,106,27.684850846400437,195
2024-02-07 10:00:00,B2,225,112,20.342887235477903,181
2024-02-07 11:00:00,B1,156,253,22.144103426938656,184
2024-02-07 12:00:00,B3,345,117,22.027325451238113,264
2024-02-07 13:00:00,B1,177,197,29.742305620669686,195
2024-02-07 14:00:00,B2,101,50,28.278446684975123,85
2024-02-07 15:00:00,B1,362,244,26.414038339083117,318
2024-02-07 16:00:00,B3,68,34,26.724681139384682,72
2024-02-07 17:00:00,B1,68,68,24.74487353283085,67
2024-02-07 18:00:00,B2,313,48,29.36508800530223,195
2024-02-07 19:00:00,B3,178,73,23.95510503458834,140
2024-02-07 20:00:00,B2,278,191,22.566212518438732,264
2024-02-07 21:00:00,B3,372,260,19.95642404317909,317
2024-02-07 22:00:00,B3,54,69,27.434467827132696,56
2024-02-07 23:00:00,B1,354,89,26.813327184907095,252
2024-02-08 00:00:00,B1,190,259,22.61226046228962,217
2024-02-08 01:00:00,B2,179,125,18.302320967510752,147
2024-02-08 02:00:00,B1,365,230,28.067967932616128,322
2024-02-08 03:00:00,B1,200,294,18.137015801448882,260
2024-02-08 04:00:00,B3,164,128,26.44439735554861,151
2024-02-08 05:00:00,B1,431,279,29.643085316712686,361
2024-02-08 06:00:00,B3,197,99,23.25193593777844,142
2024-02-08 07:00:00,B3,16,296,20.819680859951433,130
2024-02-08 08:00:00,B3,142,181,26.45845212052058,168
2024-02-08 09:00:00,B2,244,173,27.80553770418702,220
2024-02-08 10:00:00,B2,54,187,24.55716379293417,107
2024-02-08 11:00:00,B2,323,56,29.604423303073755,210
2024-02-08 12:00:00,B3,258,30,18.620024659895535,155
2024-02-08 13:00:00,B2,40,83,24.057547179654335,65
2024-02-08 14:00:00,B2,32,151,26.6214473678706,88
2024-02-08 15:00:00,B1,435,35,28.35168565379015,259
